11/02,"<span class=""normaltext"">#TP1Сщмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/11-01.htm"">Власия</a>, еп. Севастийского (ок. 316).
#TP2Блгв. кн. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/11-02.htm""><b>Всеволода</b></a>, во св. Крещении Гавриила, Псковского (1138).
#TP3Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/11-03.htm""><b>Димитрия</b></a> Прилуцкого, Вологодского (1392).
#TP0Прав. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/11-04.htm"">Феодоры</a>, царицы греческой, восстановившей почитание святых икон (ок. 867).
</span>
"
12/02,"<span class=""normaltext"">#TP1<a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/12-01.htm"">Иверской</a> иконы Божией Матери (IX).
#TP1Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/12-02.htm"">Мелетия</a>, архиеп Антиохийского (381).
#TP4Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/12-03.htm""><b>Алексия</b></a>, митр. Московского и всея России, чудотворца (1378).
#TPo<span class=""minortext "">Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/12-04.htm"">Мелетия</a>, архиеп. Харьковского (1840).</span>
#TPo<span class=""minortext "">Новосщмч. Алексия, еп. Воронежского (1930).</span>
#TPo<span class=""minortext "">Новомч. прот. Митрофана (1931).</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/12-05.htm"">Марии</a>, именовавшейся Марином, и отца ее <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/12-05.htm"">Евгения</a> (VI).
#TP0Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/12-06.htm"">Антония</a>, патриарха Константинопольского (895).
</span>
"
13/02,"<span class=""normaltext"">#TP1Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/13-01.htm"">Мартиниана</a> (V).
#TPo<span class=""minortext "">Сщмчч. Василия и Гавриила пресвитеров (1919).</span>
#TPo<span class=""minortext "">Новосщмч. Сильвестра (Ольшевского), архиеп. Омского и Павлодарского (1920).</span>
#TPo<span class=""minortext "">Сщмч. Зосимы, Николая, Василия, Иоанна, Леонтия, Владимира, Парфения, Иоанна, Иоанна, Михаила пресвитеров и Евгения диакона, прмцц. Анны, Веры и Ирины, мч. Павла (1938).</span>
#TP0Прпп. Зои и Фотинии (Светланы) (V).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/13-02.htm"">Евлогия</a>, архиеп. Александрийского (607-608).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/13-03.htm"">Стефана</a>, в иночестве Симеона, царя Сербского, мироточивого (1200).
</span>
"
14/02,"<span class=""normaltext"">#TP1Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/14-01.htm"">Авксентия</a> (ок. 470).
#TP4Равноап. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/14-02.htm""><b>Кирилла</b></a>, учителя Словенского (869).
#TPo<span class=""minortext "">Св. Рафаэля, еп. Бруклинского (1915).</span>
#TPo<span class=""minortext "">Сщмч. Онисима, еп. Тульского (1937).</span>
#TPo<span class=""minortext "">Сщмч. Трифона диакона (1938).</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/14-03.htm"">Исаакия</a>, затворника Печерского, в Ближних пещерах (ок. 1090).
#TP012-ти греков, строителей соборной Успенской церкви Киево-Печерской Лавры (XI).
#TP0Перенесение мощей <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/14-06.htm"">блгв. кн. Михаила Черниговского и боярина его Феодора</a> (1578).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/14-04.htm"">Марона</a>, пустынника Сирийского (IV).
#TP0Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/14-05.htm"">Авраамия</a>, еп. Каррийского (V).
</span>
"
15/02,"<span class=""normaltext"">#TP1Ап. от 70-ти <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/15-01.htm"">Онисима</a> (ок. 109).
#TPo<span class=""minortext "">Новосщмчч. свящ. Михаила Пятаева и свящ. Иоанна Куминова (1930).</span>
#TPo<span class=""minortext "">Сщмч. Николая, Алексия, Алексия пресвитеров, Симеона диакона, прмч. Павла  и прмц. Софии (1938).</span>
#TP0Прп. Пафнутия, затворника Печерского, в Дальних пещерах (XIII).
#TP0Прп. Пафнутия и дщери его Евфросинии (V).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/15-02.htm"">Евсевия</a>, пустынника Сирийского (V).
#TP0<a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/15-03.htm"">Виленской</a> (принесение в Вильно в 1495 г.) и Далматской (1646) икон Божией Матери.
</span>
"
16/02,"<span class=""normaltext"">#TP1Мчч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/16-01.htm"">Памфила</a> пресвитера, <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/16-01.htm"">Валента (Уалента) диакона, Павла, Порфирия, Селевкия, Феодула, Иулиана, Самуила, Илии, Даниила, Иеремии, Исаии</a> (307-309).
#TPo<span class=""minortext "">Св. Макария митр. Московского и Коломенского (1926).</span>
#TPo<span class=""minortext "">Новомч. Илии, пресвитера (1934) и иерея Петра (Лагова) (1931).</span>
#TPo<span class=""minortext "">Сщмч. Павла пресвитера (1938).</span>
#TP0Мчч. Персидских в Мартирополе (IV).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/16-02.htm"">Маруфа</a>, еп. Месопотамского (422).
</span>
"
17/02,"<span class=""normaltext"">#TP2Вмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/17-01.htm""><b>Феодора</b></a> Тирона (ок. 306).
#TP1Сщмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/17-02.htm"">Ермогена</a>, патриарха Московского и всея России, чудотворца (1612).
#TPo<span class=""minortext "">Св. Николая (Планаса), пресвит. Афинского (1932).</span>
#TPo<span class=""minortext "">Сщмч. Михаила, Павла пресвитеров (1938).</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/17-03.htm"">Феодора</a> молчаливого, Печерского, в Дальних пещерах (XIII).
#TP0Прав. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/17-04.htm"">Мариамны</a>, сестры ап. Филиппа (I).
#TP0Обретение мощей мч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/17-05.htm"">Мины</a> Калликелада (867-889).
</span>
"
18/02,"<span class=""normaltext"">#TP1Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/18-01.htm"">Льва</a>, папы Римского (461).
#TPo<span class=""minortext "">Новомчч. пресв. Александра (Медведского) (1931) и иером. Вениамина (1938).</span>
#TPo<span class=""minortext "">Воспоминание новомчч., пострадавших в “Святую Ночь” в Ст. Петерсбурге (1932).</span>
#TPo<span class=""minortext "">Прп. Владимира исп. (1933).</span>
#TPo<span class=""minortext "">Мц. Анны (1940).</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/18-02.htm"">Космы</a> Яхромского (1492).
#TP0Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/18-03.htm"">Агапита</a> исп., еп. Синадского (IV).
#TP0Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/18-04.htm"">Флавиана</a> исп., патриарха Цареградского (449-450).
</span>
"
19/02,"<span class=""normaltext"">#TP1Апп. от 70-ти <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/19-01.htm"">Архиппа и Филимона</a> и мц. равноап. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/19-01.htm"">Апфии</a> (I).
#TP0Прп. Феодора Санаксарского (1791).
#TPo<span class=""minortext "">Мч. Димитрия (1942).</span>
#TP0Мчч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/19-02.htm"">Максима, Феодота, Исихия, мц. Асклипиодоты</a> (305-311).
#TP0Прпп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/19-03.htm"">Евгения и Макария</a> исповедников, пресвитеров Антиохийских (363).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/19-04.htm"">Досифея</a> (VII), ученика прп. аввы Дорофея.
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/19-05.htm"">Равулы</a> (ок. 530).
</span>
"
20/02,"<span class=""normaltext"">#TP1Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/20-01.htm"">Льва</a>, еп. Катанского (ок. 780).
#TP034 прпмчч. Валаамских: Тита, Тихона, Геласия, Сергия, Варлаама, Саввы, Конона, Сильвестра, Киприана, Пимена, Иоанна, Самона, Ионы, Давида, Корнилия, Нифонта, Афанасия, Серапиона, Варлаама, Афанасия, Антония, Луки, Леонтия, Фомы, Дионисия, Филиппа, Игнатия, Василия, Пахомия, Василия, Феофила, Иоанна, Феодора, Иоанна (1578).
#TPo<span class=""minortext "">Сщмч. Николая пресвитера (1938).</span>
#TP0Блгв. кн. Ярослава Мудрого (1054).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/20-03.htm"">Агафона</a> Печерского, в Дальних пещерах (XIII-XIV).
#TP0Прмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/20-02.htm"">Корнилия</a> Псково-Печерского (1570) и ученика его прп. Вассиана Муромского.
#TP0Сщмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/20-04.htm"">Садока</a>, еп. Персидского, и с ним 128-ми мчч. (342-344).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/20-05.htm"">Агафона</a>, папы Римского (682).
</span>
"
21/02,"<span class=""normaltext"">#TP1Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/21-01.htm"">Тимофея</a> в Символех (795).
#TP1Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/21-02.htm"">Евстафия</a>, архиеп. Антиохийского (337).
#TPo<span class=""minortext "">Сщмчч. Александра, Даниила и Григория пресвитеров (1930).</span>
#TPo<span class=""minortext "">Сщмч. Константина пресвитера, Павла диакона (1938).</span>
#TPo<span class=""minortext "">Мц. Ольги (1939).</span>
#TP0Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/21-03.htm"">Георгия</a>, еп. Амастридского (802-811).
#TP0<a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/21-06.htm"">Козельщанской</a> иконы Божией Матери (1881).
</span>
"
22/02,"<span class=""normaltext"">#TP1Обретение мощей мучеников, иже во <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/22-02.htm"">Евгении</a> (395-423).
#TPo<span class=""minortext "">Новомч., пресв. Михаила Лисицына (1918).</span>
#TPo<span class=""minortext "">Новомчч.: прот. Иосифа Смирнова, диакона Иоанна Касторского, свящ. Владимира Ильинского. Иоанна Перебаскина (1918).</span>
#TPo<span class=""minortext "">Новомчц. Феоктисты Михайловны, юродивой, Воронежской (1936).</span>
#TPo<span class=""minortext "">Сщмчч. Михаила, Иоанна, Виктора, Иоанна, Сергия, Андрея пресвитеров, прмчч. Сергия и Антипы, прмц. Параскевы, мч. Стефана, мцц. Елисаветы, Ирины и Варвары (1938).</span>
#TPo<span class=""minortext "">Мч. Андрея  (1941).</span>
#TPo<span class=""minortext "">Прмч. Филарета (1942).</span>
#TP0Мчч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/22-03.htm"">Маврикия</a> и 70-ти воинов: <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/22-03.htm"">Фотина, Феодора, Филиппа</a> и иных (ок. 305).
#TP0Прпп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/22-04.htm"">Фалассия</a>, <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/22-05.htm"">Лимния</a> и <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/22-06.htm"">Варадата</a>, пустынников Сирийских (V).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/22-07.htm"">Афанасия</a> исп. (821).
</span>
"
23/02,"<span class=""normaltext"">#TP1Сщмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/23-01.htm"">Поликарпа</a>, еп. Смирнского (167).
#TPo<span class=""minortext "">Сщмчч. Алексия, Николая, Михаила пресвитеров и мч. Сергия (1938).</span>
#TPo<span class=""minortext "">Новосщмч. прот. Николая Дмитрова.</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/23-02.htm"">Поликарпа</a> Брянского (1620-1621).
#TP0Прпп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/23-03.htm"">Иоанна</a>, Антиоха, Антонина, Моисея, Зевина, Полихрония, Моисея другого и Дамиана, пустынников Сирийских (V).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/23-04.htm"">Александра</a> монаха, первоначальника обители ""Неусыпающих"" (ок. 430).
</span>
"
24/02,"<span class=""normaltext"">#TP4Первое (IV) и второе (452) обретение главы <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/24-01.htm""><b>Иоанна</b></a> Предтечи.
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/24-02.htm"">Еразма</a> Печерского, в Ближних пещерах (ок. 1160).
</span>
"
25/02,"<span class=""normaltext"">#TP1Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/25-01.htm"">Тарасия</a>, архиеп. Константинопольского (806).
</span>
"
26/02,"<span class=""normaltext"">
#TP1Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/26-01.htm"">Порфирия</a>, архиеп. Газского (420).
#TPo<span class=""minortext "">Сщмч. Петра пресвитера (1930).</span>
#TPo<span class=""minortext "">Сщмч. Сергия пресвитера (1933).</span>
#TPo<span class=""minortext "">Прмц. Анны (1937).</span>
#TPo<span class=""minortext "">Сщмчч. Иоанна, еп. Рыльского, и Иоанна пресвитера (1938).</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/26-02.htm"">Севастиана</a> Пошехонского (ок. 1500).
#TP0Мч. Севастиана (ок. 66).
</span>
"
27/02,"<span class=""normaltext"">
#TP1Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/27-01.htm"">Прокопия</a> Декаполита, исп. (ок. 750).
#TPo<span class=""minortext "">Сщмч. Петра пресвитера, мч. Михаила (1938)..</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/27-02.htm"">Тита</a>, пресвитера Печерского, в Ближних пещерах (1190).
#TP0Прп. Тита Печерского, бывшего воина, в Дальних пещерах (XIV).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/27-03.htm"">Фалалея</a> Сирийского (ок. 460).
</span>
"
28/02,"<span class=""normaltext"">#TP1Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/28-01.htm"">Василия</a> исп. (ок. 750).
#TP0Сщмч. Арсения (Мациевича), митр. Ростовского (1772).
#TPo<span class=""minortext "">Сщмч. Сергия пресвитера (1932).</span>
#TP0Блж. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/28-03.htm"">Николая</a>, Христа ради юродивого, Псковского (1576).
#TP0Сщмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/28-04.htm"">Протерия</a>, патриарха Александрийского (457).
#TP0Сщмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/28-05.htm"">Нестора</a>, еп. Магиддийского (250).
#TP0Прпп. жен <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/28-06.htm"">Марины, Киры</a> и Домники Сирийск. (ок. 450).
</span>
"
29/02,"<span class=""normaltext"">#TP1Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/29-02.htm"">Кассиана</a> Римлянина (435).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/29-03.htm"">Иоанна</a>, нареченного Варсонофием, еп. Дамасского (V).
#TP0Прпмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/29-04.htm"">Феоктириста</a> (VIII).
#TP0<a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/February/29-05.htm"">Девпетерувской иконы</a> Божией Матери (1392).
</span>
"
01/03,"<span class=""normaltext"">#TP1Прмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/01-01.htm"">Евдокии</a> (ок. 160-170).
#TPo<span class=""minortext "">Прмц. Ольги (1937).</span>
#TPo<span class=""minortext "">Cщмчч. Василия, Петра, Иоанна, Вениамина, Михаила пресвитеров, прмч. Антония, прмцц. Анны, Дарии, Евдокии, Александры, мч. Василия, мц. Надежды (1938).</span>
#TPo<span class=""minortext "">Cщмч. Александра пресвитера (1942).</span>
#TPo<span class=""minortext "">Cщмч. Василия пресвитера (1943).</span>

#TPo<span class=""minortext "">Новомчч.: игуменьи Антонины (1924), сщмч. Мефодия (1920) и юродивой Анастасии Андреевны.</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/01-02.htm"">Мартирия</a> Зеленецкого (1603).
#TP0Мчч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/01-03.htm"">Нестора и Тривимия</a> (III).
#TP0Мц. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/01-04.htm"">Антонины</a> (III-IV).
#TP0Мчч. Маркелла и Антония.
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/01-05.htm"">Домнины</a> Сирийской (ок. 450-460).<br></span>
"
02/03,"<span class=""normaltext"">#TP0Иконы Божией Матери, именуемой <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/02-11.htm"">""Державная""</a> (1917).
#TP1Сщмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/02-02.htm"">Феодота</a>, еп. Киринейского (ок. 326).
#TP3Преставление свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/02-07.htm""><b>Арсения</b></a>, еп. Тверского (1409).
#TP0Мц. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/02-03.htm"">Евфалии</a> (257).
#TP0Мч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/02-04.htm"">Троадия</a> (III).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/02-05.htm"">Агафона</a> Египетского (V).
#TP0<a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/02-06.htm"">Мчч. 440</a>, иже в Италии (ок. 579).
</span>
"
03/03,"<span class=""normaltext"">#TP1Мчч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/03-01.htm"">Евтропия, Клеоника и Василиска</a> (ок. 308).
#TPo<span class=""minortext "">Прмц. Марфы и мч. Михаила (1938).</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/03-02.htm"">Пиамы</a> девы (337).
#TP0Свв. Зинона и Зоила.
#TP0<a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/03-03.htm"">Волоколамской</a> иконы Божией Матери (1572).
</span>
"
04/03,"<span class=""normaltext"">
#TP1Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/04-01.htm"">Герасима</a>, иже на Иордане (475).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/04-02.htm"">Герасима</a> Вологодского (1178).
#TP0Блгв. кн. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/04-05.htm"">Даниила</a> Московского (1303).
#TPo<span class=""minortext "">Новосщмч. священика Дмитрия Иванова Киевского (1933)</span>
#TPo<span class=""minortext "">Сщмч. Александра пресвитера (1938).</span>
#TPo<span class=""minortext "">Новомч. иерея Вячеслава Леонтьева, Нижегородского (1942).</span>
#TP0Блгв. кн. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/04-04.htm"">Василия</a> (Василько) Ростовского (1238).
#TP0Мчч. псковских, латинами умученных: прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/04-03.htm"">Иоасафа</a> Снетногорского, Псковского (1299) и прмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/04-03.htm"">Василия</a> Мирожского, Псковского (1299).
#TP0Мчч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/04-06.htm"">Павла и Иулиании</a>, сестры его и иже с ними: Квадрата, Акакия и Стратоника (ок. 273).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/04-07.htm"">Иакова</a> постника (VI).
#TP0Перенесение мощей блгв. кн. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/04-08.htm"">Вячеслава</a> Чешского (938).
#TP0Свт. Григория, еп. Констанции Кипрской.
</span>
"
05/03,"<span class=""normaltext"">#TP1Мч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-01.htm"">Конона</a> Исаврийского (I).
#TPo<span class=""minortext "">Сщмч. Николая (1919).</span>
#TPo<span class=""minortext "">Сщмч. Иоанна пресвитера и прмчч. Мардария и Феофана (1938).</span>
#TPo<span class=""minortext "">Свт. Николая (Велемировича) еп. Охридского, Сербского (1956) (<i>Серб.</i>).</span>
#TP1Обретение мощей блгвв. князей <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-02.htm"">Феодора</a> Смоленского и чад его <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-02.htm"">Давида и Константина</a>, Ярославских чудотворцев (1463).
#TP0Прмч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-03.htm"">Адриана</a> Пошехонского, Ярославского (1550).
#TP0Мч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-04.htm"">Онисия</a> (I).
#TP0Мч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-05.htm"">Конона</a> градаря (огородника) (III).
#TP0Мц. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-10.htm"">Ираиды</a> и с ней: <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-10.htm"">Архелая и 150 мчч</a>.
#TP0Мч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-06.htm"">Евлогия</a>, иже в Палестине.
#TP0Мч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-07.htm"">Евлампия</a>.
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-08.htm"">Марка</a> постника Египетского (V).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-09.htm"">Исихия</a> Вифинского (ок. 790).
#TP0Иконы Божией Матери, именуемой <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/05-12.htm"">""Воспитание""</a>.
</span>
"
06/03,"<span class=""normaltext"">#TP1Мчч. 42-х во Амморее: <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/06-01.htm"">Константина, Аетия, Феофила, Феодора, Мелиссена, Каллиста, Васоя</a> и прочих с ними (ок. 845).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/06-03.htm"">Иова</a> (в схиме Иисуса) Анзерского, Соловецкого (1720).
#TP0<a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/06-02.htm"">Обретение Честного Креста</a> и гвоздей св. царицею Еленою во Иерусалиме (326).
#TP0Прмчч. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/06-04.htm"">Конона</a> и сына его <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/06-04.htm"">Конона</a> (270-275).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/06-05.htm"">Аркадия</a> Кипрского (ок. 361).
#TP0Икон Божией Матери: <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/06-06.htm"">Ченстоховской</a>, <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/06-07.htm"">Шестоковской</a> (XVIII) и <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/06-08.htm"">""Благодатное небо""</a> (XIV).

</span>
"
07/03,"<span class=""normaltext"">#TP1Сщмчч. в Херсонесе епископствовавших: <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/07-01.htm"">Василия, Ефрема, Капитона, Евгения, Еферия, Елпидия и Агафодора</a> (IV).
#TPo<span class=""minortext "">Сщмч. Николая пресвитера (1930).</span>
#TPo<span class=""minortext "">Прмч. Нила, прмцц. Матроны, Марии, Евдокии, Екатерины, Антонины, Надежды, Ксении и Анны (1938).</span>
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/07-03.htm"">Павла</a> Препростого (IV).
#TP0Свт. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/07-02.htm"">Павла</a> исп., еп. Прусиадского (IX).
#TP0Прп. <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/07-04.htm"">Емилиана</a> Италийского, в миру Викторина.
#TP0Иконы Божией Матери <a  class=""main"" href=""http://www.holytrinityorthodox.com/ru/calendar/los/March/07-06.htm"">""Споручница грешных""</a>, в Корце (Ровенск.) (1622), в Одрине (Орловск.) (1843) и в Москве (1848).
</span>
"
